TV Show Title,Unique ID,IMDB Rating,Start Year,End Year,TV Rating,Episode Run Time (min),Top Genres
Iron Man,tt0115218,6.6,1994,1996,TV-Y7,30,"[' Action', ' Adventure']"
Eddsworld,tt2204916,8.6,2003, ,TV-PG,N/A,"[' Comedy', ' Family']"
The Mighty Ones,tt11714946,6.3,2020,2022,TV-Y7,22,"[' Comedy', ' Family']"
Shaman King,tt0367409,8.0,2001,2005,TV-Y7,23,"[' Action', ' Adventure']"
The Hollow,tt6193336,7.2,2018,2020,TV-Y7-FV,24,"[' Drama', ' Family']"
Trailer Park Boys: The Animated Series,tt9814900,7.5,2019,2020,TV-MA,25,[' Comedy']
Hundred,tt5271506,6.3,2016),(2016,TV-MA,24,"[' Action', ' Romance']"
Danger Mouse,tt4196822,7.2,2015,2022,TV-Y7,22,"[' Action', ' Adventure']"
Back Street Girls,tt8693818,6.7,2018),(2018,TV-MA,24,[' Comedy']
Soredemo Ayumu wa yosetekuru,tt14979456,6.8,2022, ,N/A,N/A,"[' Comedy', ' Romance']"
Wolf's Rain,tt0367439,7.9,2003,2004,TV-14,701,"[' Action', ' Adventure']"
The Hentai Prince and the Stony Cat,tt2622974,6.8,2013),(2013,N/A,24,"[' Comedy', ' Fantasy']"
Lupin the 3rd Part 6,tt14725340,7.3,2021,2022,TV-14,N/A,"[' Action', ' Adventure']"
Queen's Blade: The Exiled Virgin,tt1407599,6.1,2009),(2009,TV-MA,24,"[' Action', ' Adventure']"
Takt Op. Destiny,tt14935960,6.9,2021, ,TV-14,24,"[' Action', ' Adventure']"
Heaven Official's Blessing,tt13375866,8.3,2020, ,TV-14,N/A,[]
ReLIFE,tt5857720,7.8,2016,2018,TV-14,24,"[' Comedy', ' Drama']"
Pocoyo,tt0487849,7.3,2005, ,TV-Y,7,"[' Comedy', ' Family']"
Crank Yankers,tt0318959,6.2,2002,2022,TV-MA,30,[' Comedy']
I'm Standing on a Million Lives,tt12706854,6.5,2020, ,N/A,23,"[' Action', ' Adventure']"
"Say ""I love you""",tt2309312,7.3,2012, ,TV-14,25,"[' Drama', ' Romance']"
Student Bodies,tt0124260,7.1,1997,1999,TV-MA,30,"[' Family', ' Comedy']"
The Pirates of Dark Water,tt0101169,8.3,1991,1992,TV-Y7,30,"[' Action', ' Adventure']"
The Secret Saturdays,tt1291662,7.0,2008,2010,TV-Y7,N/A,"[' Action', ' Adventure']"
Higurashi: When They Cry - GOU,tt12367868,6.9,2020,2021,TV-MA,N/A,"[' Drama', ' Horror']"
True and the Rainbow Kingdom,tt5607658,7.2,2017, ,TV-Y,22,"[' Short', ' Adventure']"
Liberty's Kids,tt0337550,7.9,2002,2003,TV-Y7,30,"[' Adventure', ' Drama']"
Green Lantern: The Animated Series,tt1724587,8.0,2011,2013,TV-PG,25,"[' Action', ' Adventure']"
HarmonQuest,tt5905038,8.3,2016,2019,TV-PG,23,"[' Adventure', ' Comedy']"
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside",tt13483212,6.7,2021, ,TV-14,25,"[' Adventure', ' Fantasy']"
Pickle and Peanut,tt3824018,4.1,2015,2018,TV-Y7,30,"[' Short', ' Adventure']"
Tonari no kaibutsu-kun,tt2309302,7.2,2012),(2012,N/A,24,"[' Comedy', ' Romance']"
Randy Cunningham: 9th Grade Ninja,tt2341339,6.6,2012,2015,TV-G,15,"[' Short', ' Action']"
A Day Before Us,tt8611552,7.6,2018,2019,N/A,N/A,"[' Short', ' Drama']"
Triage X,tt6410184,6.0,2015),(2015,TV-MA,N/A,[' Action']
Gleipnir,tt11988478,6.8,2020),(2020,TV-14,24,"[' Action', ' Fantasy']"
Alien Worlds,tt13464340,6.5,2020),(2020,TV-PG,42,"[' Animation', ' Sci-Fi']"
Psychic Princess,tt11038886,8.0,2018,2019,N/A,N/A,"[' Comedy', ' Drama']"
"The Fruit of Evolution: Before I Knew It, My Life Had It Made",tt15026576,6.2,2021, ,TV-14,N/A,"[' Adventure', ' Comedy']"
Fillmore!,tt0337761,7.6,2002,2004,TV-Y7,30,"[' Animation', ' Comedy']"
Heaven's Lost Property,tt1528567,7.2,2009,2010,TV-MA,N/A,"[' Action', ' Comedy']"
Fate/Apocrypha,tt6424454,6.6,2017),(2017,TV-MA,24,"[' Action', ' Drama']"
"Bofuri: I Don't Want to Get Hurt, So I'll Max Out My Defense",tt11428630,7.5,2020, ,TV-14,23,"[' Action', ' Adventure']"
Ascendance of a Bookworm,tt10885406,7.8,2019, ,TV-PG,23,"[' Adventure', ' Comedy']"
My Little Pony: Equestria Girls - Better Together,tt7938530,7.6,2017, ,TV-Y,2,"[' Comedy', ' Family']"
Get Rolling with Otis,tt15389898,8.3,2021, ,TV-Y,22,[]
Basilisk: The Kouga Ninja Scrolls,tt0856348,7.9,2005),(2005,TV-MA,25,"[' Action', ' Adventure']"
Lloyd of the Flies,tt16122766,N/A,2022, ,N/A,N/A,[' Comedy']
Spider-Man Unlimited,tt0207120,6.3,1999,2005,TV-Y7,22,"[' Action', ' Adventure']"
Persona 5: The Animation,tt8010544,6.7,2018,2019,TV-14,24,"[' Action', ' Fantasy']"
Martin Mystery,tt0374419,7.5,2003,2006,TV-Y7,22,"[' Action', ' Comedy']"
Biker Mice from Mars,tt0147752,7.0,1993,1996,TV-Y7,30,"[' Action', ' Adventure']"
Dragons: Rescue Riders,tt10687134,6.1,2019,2020,TV-Y,24,"[' Short', ' Action']"
Spirit Riding Free,tt6710836,6.5,2017,2019,TV-Y7,23,"[' Action', ' Adventure']"
The Titan's Bride,tt12362250,5.7,2020, ,N/A,N/A,"[' Comedy', ' Fantasy']"
Happily Ever After: Fairy Tales for Every Child,tt0111996,6.8,1995,2000,TV-Y,30,"[' Adventure', ' Comedy']"
Fanboy & Chum Chum,tt1299440,3.3,2009,2014,TV-Y7,24,"[' Short', ' Action']"
Karakuri Circus,tt9050366,7.1,2018,2019,N/A,24,"[' Action', ' Fantasy']"
Battle Kitty,tt10050740,6.4,2022, ,TV-Y7,30,"[' Action', ' Adventure']"
WordGirl,tt1128052,7.1,2007,2022,TV-Y7,30,"[' Short', ' Action']"
The Replacements,tt0816401,5.8,2006,2022,TV-Y,22,"[' Comedy', ' Family']"
Fantastic Four: The Animated Series,tt0187635,6.4,1994,1996,N/A,22,"[' Action', ' Sci-Fi']"
Masha and the Bear,tt1884856,7.5,2007, ,TV-Y,7,"[' Short', ' Adventure']"
The Nutshack,tt1372153,2.3,2007,2011,TV-MA,22,[' Comedy']
Neo Yokio,tt7343832,5.9,2017,2018,TV-MA,23,"[' Action', ' Adventure']"
Kemeko Deluxe!,tt1309395,6.5,2008),(2008,N/A,24,"[' Action', ' Comedy']"
Bugs Bunny Builders,tt21050232,8.7,2022, ,TV-Y,N/A,"[' Short', ' Adventure']"
Death March to the Parallel World Rhapsody,tt7712706,6.6,2018),(2018,TV-14,24,"[' Adventure', ' Comedy']"
Revolutionary Girl Utena,tt0205410,8.1,1997),(1997,TV-14,24,"[' Comedy', ' Drama']"
Land of the Lustrous,tt7790776,7.9,2017, ,TV-14,24,"[' Action', ' Fantasy']"
Minnie's Bow-Toons,tt3008594,5.8,2011,2022,N/A,N/A,[]
Wonder Pets!,tt0775407,6.5,2006,2013,TV-Y,22,"[' Adventure', ' Family']"
Tiny Toons Looniversity,tt13362852,N/A,2022, ,N/A,N/A,"[' Adventure', ' Comedy']"
Kyoukai no kanata,tt3114376,7.2,2013, ,TV-PG,24,"[' Action', ' Comedy']"
Bottom-Tier Character Tomozaki,tt13103028,7.0,2021, ,N/A,24,"[' Comedy', ' Drama']"
Manyuu hikenchou,tt5568758,6.2,2011),(2011,N/A,N/A,"[' Action', ' Comedy']"
The Addams Family,tt0222517,7.0,1992,1993,TV-Y,30,"[' Short', ' Adventure']"
The Genius Prince's Guide to Raising a Nation Out of Debt,tt13956466,7.0,2022, ,TV-14,24,"[' Comedy', ' Fantasy']"
Rilakkuma's Theme Park Adventure,tt14272704,6.7,2022, ,TV-PG,15,"[' Adventure', ' Comedy']"
Megalo Box,tt7965802,7.8,2018, ,TV-MA,24,"[' Action', ' Drama']"
In/Spectre,tt11328872,6.5,2020, ,TV-14,24,"[' Action', ' Comedy']"
The Big O,tt0280240,7.5,1999,2003,TV-PG,N/A,"[' Action', ' Adventure']"
Scum's Wish,tt6197170,6.8,I) (2017),(I) (2017,TV-MA,22,"[' Drama', ' Romance']"
Ultra City Smiths,tt13148384,6.6,2021),(2021,N/A,18,"[' Comedy', ' Crime']"
Baby Looney Tunes,tt0338580,6.1,2001,2005,TV-Y,22,"[' Adventure', ' Comedy']"
Jibaku Shounen Hanako-kun,tt10777610,7.6,2020, ,TV-14,24,"[' Comedy', ' Fantasy']"
"Rainbow: The Seven from Compound Two, Cell Six",tt1610860,8.3,2010, ,TV-MA,30,"[' Crime', ' Drama']"
Swat Kats: The Radical Squadron,tt0126173,8.4,1993,1995,TV-PG,22,"[' Action', ' Family']"
The Boss Baby: Back in the Crib,tt19361940,6.2,2022, ,TV-Y7,25,"[' Adventure', ' Comedy']"
Bunnicula,tt5444412,7.2,2016,2019,TV-Y,11,"[' Short', ' Adventure']"
Natsume's Book of Friends,tt1352421,8.1,2008, ,N/A,24,"[' Comedy', ' Drama']"
Descendants: Wicked World,tt4951098,6.3,2015,2017,TV-Y7,2,"[' Comedy', ' Family']"
Max Steel,tt2748608,6.5,2013,2015,TV-Y7-FV,23,"[' Action', ' Adventure']"
Paripi Koumei,tt15978212,7.6,2022, ,TV-14,N/A,"[' Comedy', ' Music']"
Imaginary Mary,tt5711138,5.5,2017),(2017,TV-PG,22,"[' Comedy', ' Fantasy']"
"Grimgar, Ashes and Illusions",tt5341430,7.4,2016),(2016,TV-14,24,"[' Adventure', ' Drama']"
Brandy & Mr. Whiskers,tt0423621,6.3,2004,2007,TV-Y,30,"[' Adventure', ' Comedy']"
YOLO: Crystal Fantasy,tt12058366,7.2,2020, ,TV-14,N/A,"[' Comedy', ' Fantasy']"
The Exorcist Boner,tt13624584,5.7,2020,2021,TV-MA,12,[' Animation']
Transformers: Cyberverse,tt8891990,6.7,2018,2021,TV-Y7-FV,11,"[' Short', ' Action']"
Poorly Drawn Lines,tt15709068,8.0,2021, ,N/A,N/A,[' Comedy']
Bloom Into You,tt8993464,7.9,2018, ,TV-PG,24,"[' Drama', ' Romance']"
Glenn Martin DDS,tt1355237,4.3,2009,2011,TV-PG,30,[' Comedy']
Beware the Batman,tt2329077,7.3,2013,2014,TV-PG,22,"[' Action', ' Adventure']"
Nadia: The Secret of Blue Water,tt0096591,7.8,1990,2003,TV-14,25,"[' Action', ' Adventure']"
Life with Louie,tt0112047,8.3,1994,1998,TV-Y,30,"[' Adventure', ' Comedy']"
Talentless Nana,tt12312018,7.0,2020, ,TV-14,23,"[' Action', ' Fantasy']"
Teenage Euthanasia,tt13641028,5.5,2021, ,TV-14,N/A,"[' Comedy', ' Fantasy']"
Tripping the Rift,tt0315081,6.9,2004,2007,TV-MA,30,"[' Comedy', ' Fantasy']"
The Legend of Tarzan,tt0283754,6.7,2001,2003,TV-Y,22,"[' Action', ' Adventure']"
The Asterisk War,tt5095466,6.8,2015,2016,TV-14,23,"[' Action', ' Comedy']"
"Sabrina, the Animated Series",tt0172052,5.8,1999,2000,TV-Y,30,"[' Comedy', ' Family']"
Knights of Sidonia,tt3398976,7.7,2014,2015,TV-MA,N/A,"[' Action', ' Adventure']"
Dragon Age: Absolution,tt21031054,N/A,2022, ,TV-MA,N/A,"[' Action', ' Adventure']"
New Looney Tunes,tt4558858,5.7,2015,2020,TV-Y7,11,"[' Short', ' Adventure']"
Ruby Gloom,tt0946601,7.7,2006,2008,TV-G,N/A,"[' Comedy', ' Family']"
Madagascar: A Little Wild,tt11714912,5.9,2020,2022,TV-Y,23,"[' Adventure', ' Comedy']"
After the Rain,tt6591406,7.4,2018),(2018,N/A,22,"[' Drama', ' Romance']"
T.U.F.F. Puppy,tt1710310,5.6,2010,2015,TV-Y7,N/A,"[' Short', ' Action']"
Charlie and Lola,tt0487813,6.6,2005,2008,TV-Y,22,[' Family']
Gravity Falls Shorts,tt3189976,8.3,2013,2014,TV-Y7,2,"[' Short', ' Adventure']"
TrollsTopia,tt11714932,5.9,2020,2022,TV-Y7,11,"[' Short', ' Adventure']"
The Chicken Squad,tt11204188,5.4,2021,2022,TV-Y,22,"[' Short', ' Adventure']"
Roughnecks: The Starship Troopers Chronicles,tt0190198,7.4,1999,2000,PG,778,"[' Animation', ' Action']"
The Qwaser of Stigmata,tt3443306,5.4,2010,2011,TV-MA,24,"[' Action', ' Comedy']"
Fruits Basket,tt0328738,7.9,2001),(2001,TV-PG,24,"[' Comedy', ' Drama']"
The Last Summoner,tt19893526,7.1,2022, ,N/A,N/A,"[' Action', ' Adventure']"
Octonauts: Above & Beyond,tt15211330,7.4,2021, ,TV-Y,N/A,[' Family']
Laid-Back Camp,tt7742120,8.1,2018, ,N/A,24,"[' Adventure', ' Comedy']"
The Eminence in Shadow,tt14115938,8.8,2022, ,N/A,N/A,"[' Action', ' Comedy']"
Tenchi Muyo!,tt0105559,7.7,1992, ,TV-PG,30,"[' Adventure', ' Comedy']"
Douluo Dalu,tt8948436,8.7,2018,2020,N/A,20,"[' Action', ' Adventure']"
The Awesomes,tt2818496,7.3,2013,2015,TV-14,23,"[' Action', ' Comedy']"
Short Circuit,tt12579042,7.5,2018, ,TV-PG,7,"[' Short', ' Comedy']"
Buffy the Vampire Slayer: Season 8 Motion Comic,tt1825697,6.5,2010, ,TV-14,275,"[' Action', ' Drama']"
D.Gray-man,tt0899258,7.7,2006,2008,TV-14,30,"[' Action', ' Adventure']"
Super Robot Monkey Team Hyperforce Go!,tt0423746,6.3,2004,2006,TV-Y7-FV,30,"[' Action', ' Adventure']"
The Mr. Peabody & Sherman Show,tt5021206,5.6,2015,2017,TV-Y7,23,"[' Adventure', ' Comedy']"
My Gym Partner's a Monkey,tt0451461,5.9,2005,2008,TV-Y7,22,"[' Short', ' Adventure']"
Peter Rabbit,tt2720144,5.7,2012,2016,TV-Y,23,"[' Adventure', ' Family']"
Bill & Ted's Excellent Adventures,tt0098752,6.4,1990,1991,TV-Y7,30,"[' Adventure', ' Comedy']"
Remake Our Life!,tt13528102,6.9,2021, ,N/A,25,"[' Comedy', ' Drama']"
Ace of Diamond,tt3105422,8.2,2013,2016,N/A,N/A,[' Sport']
Our Cartoon President,tt7689460,5.3,2018,2020,TV-14,30,"[' Adventure', ' Comedy']"
Kid Cosmic,tt9248538,7.9,2021,2022,TV-Y7,25,"[' Short', ' Action']"
Akuyaku Reijou nanode Last Boss wo Kattemimashita,tt15533960,7.3,2022, ,N/A,23,"[' Comedy', ' Fantasy']"
7Seeds,tt9348718,6.3,2019,2020,TV-MA,25,"[' Action', ' Adventure']"
Robotboy,tt0482870,5.8,2005,2008,TV-G,30,"[' Action', ' Adventure']"
Black Bullet,tt3257166,6.9,2014),(2014,TV-MA,25,"[' Action', ' Mystery']"
Goof Troop,tt0103428,6.8,1992,1993,TV-Y,30,"[' Adventure', ' Comedy']"
My Little Pony: Tell Your Tale,tt18270744,5.8,2022, ,TV-Y,5,"[' Short', ' Adventure']"
SuperMansion,tt4843640,7.6,2015,2019,TV-14,30,[' Comedy']
All Grown Up!,tt0387714,5.4,2003,2008,TV-Y,30,"[' Adventure', ' Comedy']"
Booba,tt6581428,7.1,2014, ,TV-Y7,96,"[' Comedy', ' Family']"
Transformers: Robots in Disguise,tt3604232,6.0,2014,2020,TV-Y7,22,"[' Action', ' Adventure']"
Gyakkyô burai Kaiji,tt1202625,8.2,2007,2011,TV-14,23,"[' Action', ' Thriller']"
Saturday Morning All Star Hits!,tt15977708,7.5,2021, ,TV-14,23,[' Comedy']
Genshin Impact,tt13876842,6.3,2019, ,N/A,N/A,[]
Xiaolin Showdown,tt0386993,7.5,2003,2006,TV-Y7,30,"[' Action', ' Adventure']"
Snow White with the Red Hair,tt4542568,7.7,2015,2016,TV-14,24,"[' Drama', ' Fantasy']"
He-Man and the Masters of the Universe,tt0331744,7.5,2002,2004,TV-Y7,30,"[' Action', ' Adventure']"
TheOdd1sOut,tt7550710,8.1,2014, ,TV-PG,N/A,"[' Biography', ' Comedy']"
Back to the Future,tt0101042,6.3,1991,1993,TV-Y,23,"[' Adventure', ' Family']"
The Sacred Blacksmith,tt1515993,6.5,2009, ,TV-MA,24,"[' Adventure', ' Drama']"
Zoboomafoo,tt0190211,7.6,1999,2001,TV-Y,29,"[' Comedy', ' Family']"
Durarara!!,tt1584000,7.8,2010),(2010,TV-14,24,"[' Comedy', ' Crime']"
Hulk and the Agents of S.M.A.S.H.,tt2455514,6.0,2013,2015,TV-Y7,23,"[' Action', ' Adventure']"
Sonny Boy,tt14642342,7.6,2021),(2021,TV-14,N/A,"[' Drama', ' Mystery']"
A Certain Scientific Railgun,tt1515996,7.5,2009, ,TV-14,24,"[' Action', ' Comedy']"
Goldie and Bear,tt4475060,6.3,2015,2018,N/A,24,"[' Family', ' Fantasy']"
Justice League Action,tt5419200,7.5,2016,2018,TV-Y7,11,"[' Action', ' Adventure']"
The Mummy,tt0281471,6.2,2001,2003,TV-Y7,22,"[' Action', ' Adventure']"
The Harper House,tt11714502,5.2,2021),(2021,TV-14,30,[' Comedy']
Avatar: Rise of Kyoshi Visual Novel,tt15275106,8.7,2021, ,N/A,N/A,[' Fantasy']
High Guardian Spice,tt13635348,1.4,2021, ,TV-14,22,"[' Action', ' Adventure']"
Transformers: Animated,tt1055335,6.6,2007,2009,TV-Y7,20,"[' Action', ' Family']"
Saikin Yatotta Maid ga Ayashii,tt21237634,7.0,2022, ,N/A,N/A,"[' Comedy', ' Mystery']"
Wonder Showzen,tt0450357,8.4,2000,2007,TV-MA,30,[' Comedy']
Bakugan Battle Brawlers,tt1114855,5.5,2007,2011,TV-Y7,22,"[' Action', ' Adventure']"
Saekano: How to Raise a Boring Girlfriend,tt3612626,7.0,2015,2017,TV-14,24,"[' Comedy', ' Drama']"
Kick Buttowski: Suburban Daredevil,tt1600757,6.6,2010,2012,TV-Y7,23,"[' Action', ' Adventure']"
Dinosaur Train,tt1460205,6.5,2009,2020,TV-Y,28,[' Family']
Log Horizon,tt2942218,7.6,2013, ,TV-PG,25,"[' Action', ' Adventure']"
Unikitty!,tt6874502,5.4,2017,2020,TV-Y7,14,"[' Short', ' Action']"
Platinum End,tt13676300,6.1,2021, ,TV-MA,24,"[' Action', ' Drama']"
World Trigger,tt3950102,7.5,2014, ,TV-14,N/A,"[' Action', ' Sci-Fi']"
Skylanders Academy,tt5916218,6.7,2016,2018,TV-Y7,25,"[' Action', ' Adventure']"
Wander Over Yonder,tt2252938,7.3,2013,2016,TV-Y7,30,"[' Adventure', ' Comedy']"
Vixen,tt4406248,7.0,2015,2016,TV-PG,5,"[' Short', ' Action']"
The High Fructose Adventures of Annoying Orange,tt2114184,1.8,2012,2014,TV-PG,30,"[' Action', ' Adventure']"
Total DramaRama,tt8526988,3.9,2018,2022,TV-Y7,11,"[' Comedy', ' Family']"
World of Winx,tt5874596,6.8,2016,2017,TV-Y7,30,"[' Action', ' Comedy']"
"Do, Re & Mi",tt8994298,8.0,2021, ,TV-Y,30,"[' Adventure', ' Comedy']"
Nichijou: My Ordinary Life,tt2098308,8.3,2011),(2011,TV-14,24,[' Comedy']
Franklin,tt0203254,6.4,1997,2006,TV-Y,23,"[' Comedy', ' Family']"
Sankarea,tt2341379,6.7,2012),(2012,TV-MA,24,"[' Comedy', ' Drama']"
Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,tt16255458,7.1,2022, ,TV-14,N/A,"[' Comedy', ' Fantasy']"
The Fruit of Grisaia,tt3909210,7.0,2014),(2014,TV-MA,25,"[' Drama', ' Romance']"
Lucas the Spider,tt9054228,8.4,2017, ,TV-Y,1,"[' Short', ' Family']"
Hip Whip Girl: Keijo!!!!!!,tt6220550,6.8,2016,2017,TV-MA,25,"[' Action', ' Comedy']"
Seirei Gensouki: Spirit Chronicles,tt13544802,7.2,2021, ,TV-14,23,"[' Action', ' Adventure']"
Xavier: Renegade Angel,tt1132124,7.8,2007,2009,TV-MA,12,"[' Adventure', ' Comedy']"
Puffin Rock,tt3590338,8.7,2015,2016,TV-Y,7,[' Family']
The Adventures of Puss in Boots,tt3807034,6.6,2015,2018,TV-Y7,23,"[' Short', ' Action']"
Men in Black: The Series,tt0127385,6.8,1997,2001,TV-Y7,25,"[' Action', ' Comedy']"
Napoleon Dynamite,tt1743880,6.4,2012),(2012,TV-PG,30,[' Comedy']
Moomin,tt0247117,8.4,1990,1992,N/A,23,"[' Adventure', ' Comedy']"
Mo Dao Zu Shi,tt9005728,8.5,2018,2021,N/A,24,"[' Action', ' Adventure']"
Blue Spring Ride,tt3592708,7.5,2014),(2014,N/A,122,"[' Comedy', ' Drama']"
Shenmue,tt13042440,7.5,2022, ,TV-14,24,"[' Action', ' Adventure']"
Philosopher's Grandson,tt9828724,6.8,2019, ,TV-14,24,"[' Action', ' Comedy']"
The Creature Cases,tt15527326,8.3,2022, ,TV-Y,28,"[' Action', ' Adventure']"
Shiki,tt2016670,7.6,2010,2011,TV-MA,24,"[' Drama', ' Horror']"
From the New World,tt2309320,7.9,2012,2013,TV-14,25,"[' Action', ' Adventure']"
Freakazoid!,tt0111970,7.5,1995,1997,TV-G,30,"[' Short', ' Action']"
Cake,tt10768172,6.5,2019, ,TV-MA,N/A,[' Comedy']
Ever After High,tt3312378,7.8,2013,2017,TV-Y,25,"[' Adventure', ' Comedy']"
Kakegurui Twin,tt15912380,6.6,2022, ,TV-14,24,"[' Drama', ' Mystery']"
Dragonar Academy,tt3432596,6.6,2014),(2014,TV-MA,24,"[' Action', ' Comedy']"
Muppet Babies,tt6337766,6.7,2018,2022,TV-Y,23,"[' Short', ' Adventure']"
Angela Anaconda,tt0224455,4.6,1999,2002,TV-Y,30,"[' Family', ' Comedy']"
The Heroic Legend of Arslan,tt5023666,7.5,2015, ,TV-14,24,"[' Action', ' Adventure']"
The Prince's Favorite is the Villainess,tt16148606,7.4,2022, ,N/A,N/A,"[' Fantasy', ' Romance']"
Santiago of the Seas,tt12844622,6.6,2020, ,TV-Y7-FV,30,"[' Short', ' Action']"
Celebrity Deathmatch,tt0208614,6.9,1998,2007,TV-14,25,"[' Action', ' Comedy']"
Jellystone,tt11198220,6.4,2021, ,TV-G,11,"[' Short', ' Adventure']"
Seven Mortal Sins,tt6901486,5.2,2017, ,TV-MA,23,[]
Spice and Wolf,tt1158671,7.9,2008,2009,TV-14,24,"[' Adventure', ' Fantasy']"
Mobile Suit Gundam Wing,tt0159193,8.1,1995,1996,TV-PG,30,"[' Action', ' Adventure']"
The Melancholy of Haruhi Suzumiya,tt0816407,7.8,2006,2009,TV-14,24,"[' Comedy', ' Fantasy']"
Orange,tt5839732,7.6,2016),(2016,TV-PG,24,"[' Drama', ' Romance']"
Ridley Jones,tt13351440,4.8,2021, ,TV-Y,27,"[' Adventure', ' Comedy']"
The Super Hero Squad Show,tt1388589,6.0,2009,2011,TV-Y7,N/A,"[' Action', ' Comedy']"
Ranma ½,tt0096686,7.9,1989),(1989,TV-14,23,"[' Action', ' Comedy']"
Unicorn: Warriors Eternal,tt13373182,N/A,2022, ,TV-Y7,N/A,"[' Action', ' Adventure']"
Street Sharks,tt0103559,6.2,1994,1996,TV-Y7,22,"[' Action', ' Adventure']"
Middlemost Post,tt13393400,6.3,2021, ,TV-Y7,N/A,"[' Short', ' Adventure']"
Victor & Valentino,tt8146766,6.2,2019,2022,TV-Y7-FV,11,"[' Short', ' Adventure']"
Frisky Dingo,tt0865409,8.2,2006,2008,TV-MA,11,"[' Comedy', ' Sci-Fi']"
FETCH! with Ruff Ruffman,tt0496195,7.3,2006,2010,TV-Y,30,"[' Comedy', ' Family']"
Tensei shitara ken deshita,tt15483602,7.5,2022, ,N/A,N/A,"[' Action', ' Fantasy']"
Throne of Seal,tt19902148,9.0,2022, ,N/A,N/A,"[' Action', ' Adventure']"
Dicktown,tt12956576,6.8,2020,2022,TV-MA,23,"[' Comedy', ' Mystery']"
Sealab 2021,tt0278877,7.9,2000,2005,TV-14,11,"[' Comedy', ' Sci-Fi']"
The Life & Times of Tim,tt0950701,8.3,2008,2012,TV-MA,900,[' Comedy']
Masamune-kun's Revenge,tt6402190,6.4,2017, ,TV-13,24,"[' Comedy', ' Drama']"
Free!,tt2904418,7.4,2013, ,TV-PG,24,"[' Comedy', ' Drama']"
Texhnolyze,tt0409630,7.6,2003),(2003,TV-MA,N/A,"[' Drama', ' Sci-Fi']"
Galactik Football,tt0877105,7.7,2006,2011,N/A,26,"[' Action', ' Adventure']"
The Angry Beavers,tt0131664,7.2,1997,2001,TV-G,30,"[' Comedy', ' Family']"
Iron Man,tt0115218,6.6,1994,1996,TV-Y7,30,"[' Action', ' Adventure']"
Eddsworld,tt2204916,8.6,2003, ,TV-PG,N/A,"[' Comedy', ' Family']"
The Mighty Ones,tt11714946,6.3,2020,2022,TV-Y7,22,"[' Comedy', ' Family']"
Shaman King,tt0367409,8.0,2001,2005,TV-Y7,23,"[' Action', ' Adventure']"
The Hollow,tt6193336,7.2,2018,2020,TV-Y7-FV,24,"[' Drama', ' Family']"
Trailer Park Boys: The Animated Series,tt9814900,7.5,2019,2020,TV-MA,25,[' Comedy']
Hundred,tt5271506,6.3,2016),(2016,TV-MA,24,"[' Action', ' Romance']"
Danger Mouse,tt4196822,7.2,2015,2022,TV-Y7,22,"[' Action', ' Adventure']"
Back Street Girls,tt8693818,6.7,2018),(2018,TV-MA,24,[' Comedy']
Soredemo Ayumu wa yosetekuru,tt14979456,6.8,2022, ,N/A,N/A,"[' Comedy', ' Romance']"
Wolf's Rain,tt0367439,7.9,2003,2004,TV-14,701,"[' Action', ' Adventure']"
The Hentai Prince and the Stony Cat,tt2622974,6.8,2013),(2013,N/A,24,"[' Comedy', ' Fantasy']"
Lupin the 3rd Part 6,tt14725340,7.3,2021,2022,TV-14,N/A,"[' Action', ' Adventure']"
Queen's Blade: The Exiled Virgin,tt1407599,6.1,2009),(2009,TV-MA,24,"[' Action', ' Adventure']"
Takt Op. Destiny,tt14935960,6.9,2021, ,TV-14,24,"[' Action', ' Adventure']"
Heaven Official's Blessing,tt13375866,8.3,2020, ,TV-14,N/A,[]
ReLIFE,tt5857720,7.8,2016,2018,TV-14,24,"[' Comedy', ' Drama']"
Pocoyo,tt0487849,7.3,2005, ,TV-Y,7,"[' Comedy', ' Family']"
Crank Yankers,tt0318959,6.2,2002,2022,TV-MA,30,[' Comedy']
I'm Standing on a Million Lives,tt12706854,6.5,2020, ,N/A,23,"[' Action', ' Adventure']"
"Say ""I love you""",tt2309312,7.3,2012, ,TV-14,25,"[' Drama', ' Romance']"
Student Bodies,tt0124260,7.1,1997,1999,TV-MA,30,"[' Family', ' Comedy']"
The Pirates of Dark Water,tt0101169,8.3,1991,1992,TV-Y7,30,"[' Action', ' Adventure']"
The Secret Saturdays,tt1291662,7.0,2008,2010,TV-Y7,N/A,"[' Action', ' Adventure']"
Higurashi: When They Cry - GOU,tt12367868,6.9,2020,2021,TV-MA,N/A,"[' Drama', ' Horror']"
True and the Rainbow Kingdom,tt5607658,7.2,2017, ,TV-Y,22,"[' Short', ' Adventure']"
Liberty's Kids,tt0337550,7.9,2002,2003,TV-Y7,30,"[' Adventure', ' Drama']"
Green Lantern: The Animated Series,tt1724587,8.0,2011,2013,TV-PG,25,"[' Action', ' Adventure']"
HarmonQuest,tt5905038,8.3,2016,2019,TV-PG,23,"[' Adventure', ' Comedy']"
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside",tt13483212,6.7,2021, ,TV-14,25,"[' Adventure', ' Fantasy']"
