TV Show Title,Unique ID,IMDB Rating,Start Year,End Year,TV Rating,Episode Run Time (min),Top Genres
Larry and Bob,tt16711924,N/A,2016, ,N/A,N/A,"[' Action', ' Adventure']"
Hareluya II BØY,tt3982472,6.4,1997, ,N/A,30,"[' Action', ' Comedy']"
Hidamari Sketch X Hoshimittsu,tt1584001,6.4,2010),(2010,N/A,24,[]
Box of Goblins,tt13007042,N/A,2008),(2008,N/A,N/A,[]
Joseph's Rant Corner,tt14308256,3.2,2021, ,TV-MA,N/A,"[' Short', ' Comedy']"
Gundam Build Divers Series: Battlogue,tt13263280,N/A,2020, ,N/A,N/A,[]
Mercy Me,tt2121000,N/A,2011, ,N/A,N/A,"[' Comedy', ' Drama']"
Spectators,tt2111912,N/A,2012, ,N/A,N/A,[]
Tamatoa the Brave Warrior,tt7094176,N/A,1998,1999,N/A,N/A,[]
Hangout,tt15801634,N/A,2021, ,N/A,22,[]
Aya and Yusuf,tt13866252,9.0,2020, ,N/A,70,[' Family']
HerStory: Animations,tt11773806,N/A,2020),(2020,N/A,2,[]
The Life of Confucius,tt0269106,N/A,1998, ,N/A,13,[]
"Chiisana obake Acchi, Kocchi, Socchi",tt5726570,6.9,1991,1992,N/A,26,"[' Comedy', ' Family']"
Doctor Who: Dark Legends,tt10358736,N/A,2018,2021,N/A,N/A,"[' Drama', ' Sci-Fi']"
Pense-Bêtes,tt5273230,N/A,1998, ,N/A,N/A,[]
Jamir at Home,tt10758122,7.3,2019, ,N/A,2,"[' Comedy', ' Fantasy']"
My Catholic Family,tt12618344,5.8,2007, ,TV-Y,23,"[' Short', ' Family']"
Painted Tales,tt12773496,N/A,1990),(1990,N/A,15,[]
Freaked Out,tt16287938,N/A,2021, ,N/A,N/A,[]
Presto! Le Manoir Magique,tt15820762,N/A,2021, ,N/A,N/A,[]
Dan vs FiM,tt19715870,N/A,2012, ,N/A,N/A,[' Comedy']
Aliens Among Us,tt0334896,6.6,2002, ,N/A,N/A,"[' Comedy', ' Drama']"
Deivit and Lisa,tt13318422,N/A,2020, ,N/A,N/A,[]
MinuteEarth,tt19071848,N/A,2013, ,N/A,N/A,[' Animation']
CRiTORA,tt22542760,N/A,2020, ,N/A,N/A,[]
Les gnoufs,tt1191975,7.5,2004, ,N/A,13,[]
Muffin the Mule,tt1276692,N/A,2005, ,N/A,10,[' Family']
Stone Protectors,tt0189311,6.7,1996, ,N/A,N/A,"[' Action', ' Family']"
Gigglebug,tt6099594,8.6,2016, ,N/A,5,[]
Clipe: Bia & Nino,tt13261646,N/A,2014),(2014,N/A,N/A,[]
The Adventure of Qiqi and Keke,tt8618498,6.2,2006,2007,N/A,9,"[' Adventure', ' Drama']"
Escape from Abject Reality,tt22640500,N/A,2019, ,N/A,N/A,[]
Blaise,tt6057606,7.3,2016),(2016,N/A,3,"[' Short', ' Comedy']"
Chaptzem!,tt14201702,N/A,2021, ,N/A,7,[]
Nicolás,tt1816940,N/A,2001, ,N/A,N/A,[]
Silly Bitty Bunny,tt3306924,N/A,2009, ,N/A,N/A,[]
Mecki und seine Freunde,tt0112069,6.2,1995, ,N/A,25,"[' Comedy', ' Family']"
Bakegyamon,tt0997299,6.9,2006,2007,N/A,N/A,[]
Go Go Giwas,tt10300328,N/A,2016, ,N/A,N/A,"[' Adventure', ' Family']"
Kolme ässää,tt4972106,7.2,1994,1998,N/A,5,[]
Lacets,tt3696756,N/A,2005, ,N/A,N/A,[]
Ankoku Kazoku Warabi-san,tt15052578,N/A,2021, ,N/A,N/A,[' Comedy']
StoryZoo,tt6045174,9.0,2016, ,N/A,N/A,[]
Jan & Yolanda,tt7986168,N/A,2015,2016,N/A,N/A,"[' Comedy', ' Family']"
Construction Squad of Car City,tt7827000,8.9,2016,2017,N/A,5,[' Family']
Find Out Why,tt2973042,8.4,2000,2001,TV-Y,N/A,[' Family']
Vezuha!,tt4628864,7.0,2010, ,N/A,N/A,"[' Comedy', ' Family']"
La famille Ouf,tt1234590,5.9,2005, ,N/A,22,[]
The Playground (Minecraft Roleplay),tt13238218,N/A,2019,2020,N/A,N/A,[]
Honk Toot & Swo-Swoosh,tt0484915,N/A,2005, ,N/A,5,[]
Sally and Chica,tt5646248,7.1,2012, ,N/A,N/A,"[' Short', ' Comedy']"
Ghost of Zombie,tt15407140,N/A,2021, ,N/A,N/A,[]
Garfield,tt10788792,N/A,2022, ,N/A,N/A,[]
Cyanide & Happiness Minis,tt6136452,7.7,2016, ,N/A,1,[' Comedy']
Daddydelphia,tt14244932,N/A,2021, ,N/A,30,[' Comedy']
Stories of Saints for Kids,tt11914848,N/A,2016,2017,N/A,N/A,[]
Don Quijote de la Láctea,tt5884532,8.7,2013, ,N/A,N/A,[]
The Accuser,tt0243686,6.8,2000, ,N/A,N/A,"[' Sci-Fi', ' Fantasy']"
Dino Mecard,tt22264660,N/A,2017,2018,N/A,30,"[' Action', ' Adventure']"
Les Zooriginaux,tt3650510,N/A,2001, ,N/A,N/A,[]
D'Myna Leagues,tt4104936,N/A,2000,2003,TV-MA,N/A,"[' Adventure', ' Comedy']"
Sisters of Wellber,tt0990310,5.8,2007, ,N/A,24,"[' Adventure', ' Comedy']"
Shnookums and Meat!,tt13348064,N/A,1993,1995,TV-Y,7,"[' Comedy', ' Family']"
Rocky & Hudson - os cowboys gays,tt10863832,8.6,2020),(2020,N/A,N/A,[]
My Babysitter Story,tt15242504,N/A,2017,2019,N/A,N/A,[]
Tsuyokiss: Cool×Sweet,tt0889540,5.9,2006),(2006,N/A,N/A,"[' Comedy', ' Romance']"
Planet Unicorn,tt3060694,8.1,2007, ,N/A,5,"[' Short', ' Comedy']"
BFU,tt11300554,N/A,2020, ,N/A,N/A,"[' Action', ' Adventure']"
Saikyo Kamizmode!,tt12767988,N/A,2020, ,N/A,N/A,[]
NPC,tt6942480,N/A,2017, ,N/A,N/A,[' Comedy']
S.O.S. Libélula,tt6985548,N/A,2009),(2009,N/A,N/A,[]
Ulisse: My Name is Nobody,tt5456794,N/A,2010, ,N/A,N/A,[]
Dudão Shippuden,tt12619698,9.1,2020),(2020,N/A,N/A,"[' Action', ' Adventure']"
Uffa che pazienza,tt7037662,N/A,2009,2017,N/A,6,[]
Benny the Barnacle,tt12253146,N/A,2022, ,N/A,N/A,[]
Seven of Seven,tt3377984,7.3,2002, ,N/A,22,[' Comedy']
Skatoony Truckatoony,tt0457256,N/A,2004, ,N/A,N/A,[]
In the Bleachers,tt0358840,N/A,2002, ,N/A,N/A,[' Comedy']
HisCoool! Seha Girls,tt4014116,6.2,2014, ,N/A,11,[' Comedy']
The Undergrounds,tt5012120,N/A,2016, ,N/A,N/A,[]
Take One,tt1870206,N/A,2011),(2011,N/A,25,"[' Action', ' Comedy']"
The Prophet Tales,tt20880240,N/A,2022, ,N/A,6,"[' Biography', ' Comedy']"
Senki Zessho Symphogear GX,tt3435444,7.2,2015, ,TV-14,N/A,"[' Action', ' Music']"
Getsumento Heiki Mina,tt1990559,6.6,2007, ,N/A,24,[]
Hanni and the Wild Woods,tt22333686,N/A,2021, ,N/A,N/A,[]
Starhill Ponies,tt0290985,6.7,2017, ,N/A,N/A,[' Family']
The Jeremiah Tube Gamer Show,tt16912946,N/A,2022, ,N/A,30,"[' Comedy', ' Fantasy']"
Vivi Viravento,tt7641376,9.0,2017, ,TV-Y,N/A,"[' Adventure', ' Family']"
Love Ninja,tt6784826,N/A,2017, ,N/A,N/A,[' Comedy']
Crypto Stories,tt20199818,N/A,2022, ,N/A,N/A,[]
Les ailes du dragon,tt0381728,8.4,2000, ,N/A,24,[' Animation']
STC: The Falkenhorst Chronicles,tt3482566,6.0,2013, ,N/A,N/A,[' Sci-Fi']
Caroline et ses amis,tt5591552,7.8,1994,1996,N/A,13,[]
The Literal Stories,tt15977332,N/A,2012,2014,N/A,N/A,[]
Circle Presents: Road Stories,tt15533710,N/A,2021, ,N/A,N/A,[]
Emirichu,tt21306498,N/A,2011, ,TV-14,N/A,"[' Comedy', ' Drama']"
Seksin ABC - tri Zukovskin salaiset kansiot,tt1613069,5.9,2010),(2010,N/A,25,"[' Animation', ' Comedy']"
Alphabets Adventure & More Kids Song - Bob the Train,tt13231430,N/A,2019),(2019,N/A,N/A,[]
Jarmies,tt1618459,6.4,2010, ,N/A,N/A,[]
Summer Rose Court,tt15940464,8.9,2020, ,N/A,N/A,"[' Fantasy', ' Romance']"
Looi,tt12930416,N/A,2014),(2014,N/A,N/A,[]
Juanito Jones,tt4795014,7.7,2001, ,N/A,N/A,[]
Skwod,tt12192026,N/A,2006,2007,N/A,N/A,[]
Quiet Is...,tt2630546,N/A,2011,2012,N/A,20,[]
Lost Girl: The Interactive Motion Comic,tt2267545,N/A,2010, ,N/A,N/A,[]
Japanoschlampen,tt2925788,8.8,2011, ,N/A,2,"[' Action', ' Adventure']"
Lloyd,tt4715300,7.3,2015, ,N/A,N/A,"[' Comedy', ' Fantasy']"
Chai Chai,tt6443382,N/A,2016, ,N/A,N/A,[]
Smash Supremacy,tt5858130,N/A,2015, ,N/A,N/A,[]
"Eikoku ikka, Nippon o taberu",tt4609952,6.6,2015, ,N/A,20,[]
Cococinel,tt0891373,6.7,1992, ,N/A,4,"[' Adventure', ' Comedy']"
Super Mega Crash Adventures,tt13271872,N/A,2021, ,Not Rated,N/A,[]
Jack & Marcel,tt10540570,N/A,2000,2001,N/A,N/A,[]
SOS bout du monde,tt0922716,N/A,1997, ,N/A,N/A,[]
Aventuras de Mike,tt14867170,7.6,2021, ,N/A,N/A,[]
Maha Ganesha,tt15299814,N/A,2021, ,N/A,N/A,[' History']
Lenny & Twiek,tt1322666,N/A,2008, ,N/A,5,[]
The Ballad of the Black Berets,tt17697728,N/A,2020, ,N/A,N/A,"[' Action', ' Adventure']"
The Haunted Dungeon,tt21249754,N/A,2022, ,N/A,N/A,"[' Comedy', ' Horror']"
Bondi Band,tt4800632,5.4,2012, ,N/A,N/A,[]
PantslessPajamas,tt10676576,N/A,2017, ,N/A,7,[]
Miracle Train: Oedo-sen E Youkoso,tt1523392,6.9,2009, ,N/A,N/A,"[' Comedy', ' Drama']"
The Legend of Heroes: Trails of Cold Steel,tt14206996,N/A,2022, ,N/A,N/A,[]
Elvis and Benny,tt9288678,N/A,2018, ,N/A,N/A,[]
Los trotamúsicos,tt0268858,6.1,1989, ,N/A,30,"[' Adventure', ' Comedy']"
Snowsnaps,tt8942838,7.9,2018, ,N/A,N/A,[]
Just So Stories,tt5641498,N/A,1991, ,N/A,8,"[' Adventure', ' Family']"
Human Crossing,tt9264908,7.6,2003),(2003,N/A,N/A,[' Drama']
Sheeplive.eu,tt8996242,N/A,2008,2011,N/A,N/A,[]
Queer Steer,tt4298412,N/A,2014, ,N/A,N/A,[]
Dieman,tt13515758,N/A,2020, ,N/A,N/A,[]
Storyteller Café,tt1194641,N/A,1999, ,N/A,N/A,[]
The Magical Toothfairies and Their Adventures,tt1941253,N/A,2011,2012,TV-Y7,N/A,[]
Drinking Games,tt13785216,N/A,2021, ,N/A,N/A,"[' Short', ' Adventure']"
Kingdom Builders,tt12648494,N/A,2018,2019,N/A,N/A,[]
Partidei,tt10671842,N/A,2020, ,N/A,N/A,[' Sci-Fi']
Philomène,tt13569836,N/A,2020, ,N/A,27,[' Animation']
Pierre and Isa,tt9024200,N/A,1991,1992,N/A,25,"[' Family', ' Sport']"
Viper's Creed,tt2033910,7.0,2009, ,Not Rated,N/A,"[' Action', ' Sci-Fi']"
Dr. Brumm,tt15742278,N/A,2020, ,N/A,5,[]
Zamzoom's Animal Adventures,tt13010056,N/A,2020, ,N/A,N/A,[' Family']
Cluster Edge,tt0791204,7.1,2005, ,TV-PG,N/A,"[' Action', ' Sci-Fi']"
Bob's Object Battle,tt18453988,N/A,2021, ,TV-14,N/A,"[' Comedy', ' Game-Show']"
Hungarikum,tt9304520,N/A,2005,2006,N/A,5,[' Comedy']
Boblins,tt2238574,N/A,2008, ,N/A,10,[]
Dino Adventure Jurassic Tripper,tt10948552,7.9,1995),(1995,N/A,N/A,"[' Adventure', ' Sci-Fi']"
Summer Pockets,tt16741414,N/A,2022, ,N/A,N/A,"[' Drama', ' Romance']"
Blessing of the Campanella,tt1685415,5.5,2010, ,N/A,N/A,[]
Marvellous Milly,tt0497300,N/A,1999, ,N/A,N/A,[]
Doki Doki School Hours,tt0406463,6.8,2004, ,Not Rated,24,[' Comedy']
Wandaba Style,tt1425020,6.2,2003, ,TV-PG,N/A,"[' Comedy', ' Sci-Fi']"
Rico & Oskar,tt8289934,N/A,2016,2017,N/A,N/A,[]
Prince Mackaroo,tt0283783,6.8,1998, ,N/A,30,[]
Dokkoida!?,tt2238049,7.6,2003, ,N/A,25,"[' Comedy', ' Sci-Fi']"
Journey to the Heart of the World,tt0179579,7.7,1993, ,N/A,N/A,[]
Ok Bye,tt12529996,N/A,2020, ,N/A,N/A,[]
3 Rabbits,tt10399742,N/A,2018, ,N/A,N/A,[]
Sanbarbe le Pirate,tt5213018,N/A,1997, ,N/A,N/A,[]
Life's a Bitch,tt0406431,6.1,2003, ,N/A,30,[]
Midnight Horror School,tt0388621,N/A,2003, ,N/A,30,[]
Safety First,tt10333686,N/A,2019, ,N/A,N/A,"[' Comedy', ' Drama']"
Baby Flurry Heart's Heartfelt Scrapbook,tt9347740,7.4,2016,2017,N/A,N/A,[]
The Twins,tt6607982,N/A,2000),(2000,N/A,N/A,[]
Nacho Bear,tt1372715,7.2,2008, ,N/A,N/A,[]
Puchimas!: Petit Idolm@ster,tt2609072,4.7,2013,2014,N/A,3,[]
Star Wars Battlefront Gameplay,tt14714192,N/A,2017),(2017,N/A,16,"[' Short', ' Game-Show']"
Super Bueréré,tt1542826,5.4,1996,2000,N/A,160,"[' Family', ' Musical']"
Liam Atkinson: The Vyond Series,tt21856880,N/A,2020, ,N/A,N/A,"[' Short', ' Comedy']"
2 Aliens,tt5584694,7.7,2014, ,N/A,N/A,"[' Action', ' Comedy']"
The focking team,tt15005226,N/A,2012, ,N/A,N/A,"[' Adventure', ' Comedy']"
SantApprentice,tt1683311,8.5,2006, ,TV-G,13,[]
Distriktspolitiet,tt13106278,8.3,2020, ,N/A,6,[]
Marshmallow People,tt7570448,8.0,2011, ,N/A,2,"[' Short', ' Comedy']"
Nico Can Dance!,tt5125964,N/A,2015, ,N/A,N/A,[]
Mandela Daze,tt12914380,N/A,2020, ,N/A,N/A,"[' Comedy', ' Sci-Fi']"
Diário de Pilar,tt11602268,8.7,2020, ,N/A,N/A,[]
The Guardian Angel,tt17024018,N/A,2022, ,N/A,N/A,[]
Poker Night,tt16861124,N/A,2000),(2000,TV-14,N/A,"[' Comedy', ' Crime']"
Ivick Von Salza: The Little Lumberjack,tt2791326,N/A,2011, ,N/A,N/A,[]
Planetorama,tt12215762,7.2,2017, ,N/A,N/A,"[' Comedy', ' Sci-Fi']"
Arc of Infinity Smash Wars,tt16162540,N/A,2019, ,N/A,N/A,"[' Action', ' Adventure']"
Vortexx: English Version,tt16492156,N/A,2013),(2013,N/A,N/A,[]
Süni és barátai,tt0312216,7.8,1995, ,N/A,14,[' Family']
Kakao Ve Süt,tt14650226,N/A,2021),(2021,N/A,11,"[' Adventure', ' Comedy']"
Get My Goat,tt6022556,N/A,2016, ,N/A,2,[]
Tawasel,tt9443932,N/A,2017, ,N/A,10,[]
Baby Hood,tt4181076,N/A,2010,2011,N/A,N/A,[]
Weird Times,tt17729162,N/A,2022, ,N/A,10,[' Short']
Challenge to Win,tt19607084,N/A,2012, ,N/A,N/A,[]
A turma do Sextou,tt14317092,N/A,2020, ,N/A,N/A,"[' Adventure', ' Comedy']"
F-Zero: Farukon densetsu,tt3476730,7.2,2003,2004,N/A,23,[' Sport']
Minecraft High: After Hours,tt2773408,7.9,2012, ,N/A,4,[' Comedy']
Shinseikiden Mâzu,tt3425836,N/A,2002,2003,N/A,24,[' Sci-Fi']
Rock Paper Knife,tt5156404,N/A,2014,2017,N/A,30,"[' Action', ' Fantasy']"
Drillbithead,tt2259229,7.7,2010, ,N/A,3,"[' Comedy', ' Fantasy']"
The Quantum Smike,tt16983208,N/A,2021, ,N/A,N/A,"[' Action', ' Drama']"
Idol Incidents,tt14853154,N/A,2017),(2017,TV-14,23,[]
The Beano's Dennis the Menace and Gnasher Show,tt4270456,6.2,1990, ,N/A,N/A,"[' Short', ' Comedy']"
Tetsujin 28-gou FX,tt9869922,N/A,1992,1993,N/A,N/A,"[' Action', ' Sci-Fi']"
Kokoro Library,tt14921988,6.4,2001,2002,TV-PG,23,"[' Comedy', ' Drama']"
Faiabôru,tt1211530,6.9,2008, ,N/A,1,"[' Comedy', ' Sci-Fi']"
Sophie Sweet & Friends Shorts,tt20752544,N/A,2022, ,TV-G,N/A,[]
Sentimental Journey,tt11438756,N/A,1998),(1998,N/A,N/A,"[' Drama', ' Romance']"
The Mythical Detective Loki,tt2719206,6.0,2013, ,Not Rated,63,[]
Bravo!,tt15549956,N/A,2021, ,N/A,N/A,[]
Bob! The Slob,tt4666550,7.4,2015, ,N/A,N/A,[]
Paris Falls,tt0982418,8.9,2000,2001,N/A,18,[]
Bus Gamer,tt1192173,5.3,2008, ,N/A,23,[' Action']
Aah! Harimanada,tt7976226,5.1,1992),(1992,N/A,N/A,"[' Comedy', ' Sport']"
Zombie Murder Explosion Die!,tt2243111,7.7,2012, ,N/A,N/A,[]
Natsunagu!,tt11301554,5.4,2020, ,N/A,N/A,"[' Adventure', ' Drama']"
Tell It Animated,tt13298592,7.8,2017, ,N/A,N/A,[]
"Twinkle, the Dream Being",tt1176879,8.2,1993,1994,TV-Y,30,"[' Adventure', ' Fantasy']"
Orville and Cuddles,tt1804934,N/A,1991,1992,N/A,N/A,[]
Cute Executive Officer,tt13567394,6.9,2021, ,N/A,N/A,[' Comedy']
Newzoids,tt4605814,6.1,2015,2016,TV-14,30,[' Comedy']
HeroGliffix,tt11511164,N/A,2020, ,N/A,11,"[' Action', ' Adventure']"
Crazy Craft Minecraft Survival (Sigils),tt13231072,N/A,2020),(2020,N/A,N/A,[]
Glammys School of Fashion Vlog,tt10006462,N/A,2017),(2017,N/A,3,[' Comedy']
Code-E,tt0997194,6.5,2007, ,N/A,N/A,"[' Comedy', ' Romance']"
Zak Jinks,tt8711748,7.0,2018, ,N/A,N/A,[]
Cubix! The Show!,tt11952966,N/A,2018,2019,N/A,N/A,[]
The Brodies,tt4080208,N/A,2014, ,N/A,10,[]
Twin Signal,tt0287060,6.4,1996, ,N/A,30,"[' Short', ' Action']"
Legendary Myths: Raven Adventures,tt6684462,N/A,2017, ,N/A,N/A,[]
Scientific Method,tt4080092,N/A,2013,2018,N/A,N/A,"[' Action', ' Comedy']"
G Gundam Abridged,tt12417498,N/A,2020, ,N/A,N/A,"[' Action', ' Adventure']"
The Struggle for the World,tt22503032,N/A,2015, ,N/A,N/A,[]
Mega Liga de Vjs Paladinos,tt0445125,7.7,2005, ,N/A,N/A,[' Comedy']
Ein Fall für TKKG,tt4320654,5.9,2014, ,N/A,N/A,"[' Adventure', ' Family']"
Barracuda,tt0470974,8.0,2001, ,N/A,58,[' Family']
Hola Lara,tt2148159,7.6,2011, ,N/A,11,[]
Wooser no Sono Higurashi,tt2595492,5.5,2012, ,G,4,[]
RTL Film,tt1112797,5.4,2006, ,N/A,30,"[' Horror', ' News']"
Futakoi,tt0988817,5.9,2004, ,N/A,24,"[' Comedy', ' Romance']"
Johnny Delgado Is Dead,tt5475532,N/A,2016, ,N/A,N/A,[]
Josh the Octoling Shorts,tt14893348,N/A,2020, ,N/A,N/A,"[' Action', ' Adventure']"
Inspector Chingum,tt13011712,N/A,2019),(2019,N/A,N/A,[]
Mensomadaire,tt9520568,N/A,2003,2012,N/A,30,"[' Short', ' Biography']"
Get Ride! AM Driver,tt2968732,N/A,2004,2005,TV-14,24,"[' Action', ' Adventure']"
Head Trip,tt0256562,8.2,1999, ,N/A,N/A,[]
Higepiyo,tt14469954,N/A,2009, ,N/A,N/A,[]
Jurassic Cubs,tt4762192,8.1,2007, ,N/A,N/A,[]
Mummy Nanny,tt3650554,6.4,2001, ,TV-Y7-FV,N/A,[]
Eddy and the Bear,tt1535177,7.2,2001,2002,N/A,N/A,[' Family']
Macius,tt0369130,4.2,2002, ,N/A,25,[' Family']
Dinosaurs Story,tt11987148,7.7,2020, ,N/A,6,"[' Animation', ' Family']"
Wangpai Yushi,tt17012800,N/A,2014,2016,N/A,10,[]
Troo,tt21108184,N/A,2008,2009,N/A,10,[]
Gremlin Girl,tt9585498,N/A,2018, ,N/A,N/A,[]
Enigma,tt3694046,N/A,1996,1998,N/A,N/A,[]
Elif'in Düsleri,tt8172092,6.7,2016,2018,N/A,N/A,[' Family']
Meat the Carvers,tt19371172,N/A,2021, ,N/A,15,"[' Comedy', ' Horror']"
Silly Seasons,tt5358488,8.7,2015, ,N/A,24,[]
Paranormal High School,tt8316144,6.0,2018,2019,N/A,22,"[' Comedy', ' Mystery']"
Smash (Unexpected),tt9396476,N/A,2013, ,N/A,N/A,[' Comedy']
Wacky TV Na Na Na,tt11957580,6.7,2018, ,N/A,3,"[' Short', ' Adventure']"
Bill Wurtz Shorts,tt6998838,7.6,2013, ,TV-G,1,"[' Short', ' Comedy']"
Nebula!,tt18341086,N/A,2021, ,N/A,N/A,"[' Drama', ' Sci-Fi']"
Ayoosh and Yoosee,tt6582434,9.2,2016, ,N/A,3,[]
OOglies Shorts,tt2176248,N/A,2012, ,N/A,2,"[' Short', ' Family']"
Villa Dulce,tt7036668,7.1,2004,2005,N/A,500,[]
Krogzilla Gets a Job,tt5806614,N/A,2012,2013,N/A,N/A,[]
The Adventures of Tumeke Space,tt13689732,N/A,2021, ,N/A,N/A,[]
Generic Animated Sitcom,tt22440534,N/A,2021, ,TV-14,N/A,[]
Os Chocolix,tt9347736,7.0,2018, ,N/A,N/A,[]
Grey,tt21818166,N/A,II) (2022, ,N/A,N/A,[]
Armored Police Metal Jack,tt3086402,N/A,1991),(1991,N/A,25,"[' Action', ' Sci-Fi']"
Adventures of Chhota Birbal,tt1501442,6.8,2002, ,N/A,88,[]
Gaston Lagaffe,tt6102388,6.7,2009, ,N/A,N/A,[]
Dougie in Disguise,tt5690392,N/A,2006, ,N/A,N/A,[]
Cú Chulainn,tt1432378,N/A,2008, ,N/A,N/A,[]
Yuki 7,tt15528294,N/A,2021, ,N/A,N/A,[]
Psi-Kix,tt1429453,N/A,2008, ,N/A,22,[]
Fear Busters,tt18298638,N/A,2022, ,N/A,286,[]
Down Twisted Tales,tt13503764,N/A,2015,2019,N/A,N/A,"[' Horror', ' Mystery']"
Funky Fables,tt0292793,N/A,1992, ,N/A,N/A,[' Fantasy']
Lucy Stories,tt17079596,N/A,2022,2023,N/A,N/A,[]
Asagiri no miko,tt1071154,6.3,2002,2005,N/A,12,"[' Action', ' Comedy']"
Lucas the Monster Truck,tt6329014,N/A,2016, ,N/A,4,[]
A Girl in a Lower Grade,tt14337672,N/A,1999),(1999,N/A,N/A,"[' Drama', ' Romance']"
Super Mario Maker 2 Gameplay with Mojo Matt,tt12929606,N/A,2019),(2019,N/A,N/A,[]
Max on Snax,tt1231833,N/A,2008, ,N/A,N/A,[]
Psychotown,tt3739112,8.4,2008, ,G,N/A,[]
Scorching Ping Pong Girls,tt6350614,6.5,2016, ,N/A,24,[' Sport']
Farley and Otto,tt8511900,N/A,2018, ,TV-MA,5,"[' Comedy', ' Drama']"
Mourinho and the Special Ones,tt12519424,N/A,2013),(2013,N/A,N/A,[]
Babygayz,tt7106962,N/A,2018, ,N/A,N/A,[]
Meganebu!,tt3105446,5.6,2013, ,N/A,23,[' Comedy']
Katsudou dai shashin: Mankatsu,tt0846499,7.7,2004, ,N/A,N/A,[]
International Family Classics II,tt0885896,N/A,1994,1996,N/A,60,[]
Robochineo,tt12278022,8.8,2020, ,N/A,4,"[' Comedy', ' Fantasy']"
Majid,tt5246402,N/A,2015, ,N/A,13,[]
Beyond the Fog,tt12884408,N/A,2018, ,N/A,5,[' Short']
Bakumatsu Gijinden Roman,tt2632022,4.8,2013, ,N/A,N/A,"[' Fantasy', ' History']"
Brad Neely,tt3204828,7.0,2012, ,TV-MA,N/A,[' Comedy']
Supa Supa,tt8876260,N/A,2016,2017,N/A,N/A,[' Action']
Dirthob: The Next Avatar,tt16296722,N/A,2022, ,N/A,N/A,[]
Pinkfong! Tiburon Bebe y Animales,tt12987448,N/A,2016),(2016,N/A,N/A,[]
The New Neighbors,tt10369772,N/A,2018),(2018,N/A,N/A,[' Short']
Leny&Beny (Proof of Concept),tt11389690,N/A,2018),(2018,N/A,3,"[' Family', ' Fantasy']"
What Could Go Wrong?,tt10179010,N/A,2018),(2018,N/A,N/A,"[' Animation', ' Comedy']"
Let's Dance with Universe Z,tt14856616,N/A,2019, ,N/A,N/A,[' Family']
The Abashiri Family,tt0122369,6.3,1991, ,N/A,80,"[' Action', ' Comedy']"
The New Brown Family,tt4227610,N/A,2014, ,N/A,N/A,[]
The Beautiful Stories of Pomme D'Api,tt12256800,N/A,1995,1999,N/A,6,"[' Short', ' Family']"
Multiverse Wars,tt15285834,N/A,2016, ,N/A,N/A,[]
Zombies VS. Ninjas: The Web Series,tt2702516,7.5,2012,2013,TV-14,N/A,[]
Red Shark,tt6929598,N/A,2017, ,N/A,21,"[' Comedy', ' Sci-Fi']"
Méga TFO,tt0905585,N/A,1997,2001,N/A,59,"[' Family', ' Talk-Show']"
Pinkapotamus,tt12330240,N/A,2020, ,N/A,N/A,[]
Island of Mystery,tt13985308,N/A,2020),(2020,N/A,8,"[' Family', ' Mystery']"
Medialuna y El Reino de las Piedras Mágicas,tt9076020,N/A,2016, ,N/A,N/A,[]
Gigablaster,tt11753764,7.6,2019, ,N/A,N/A,[' Family']
S.O.S. Croco!,tt4629566,7.1,1998, ,N/A,N/A,[]
Cuby Zoo,tt14016486,N/A,2019, ,N/A,N/A,[]
Kahaani Masters,tt10404154,N/A,2018, ,N/A,N/A,[]
Cars Cars,tt15466578,N/A,2017,2018,N/A,6,[]
Dan Doh!!,tt2629690,7.3,2004),(2004,N/A,24,[' Sport']
Pastel Memories,tt9520752,4.6,2019, ,N/A,N/A,[' Adventure']
Dancouga Nova,tt7161782,7.0,2007),(2007,N/A,25,[' Action']
Ben 10: The Continuation,tt12998750,N/A,2020, ,N/A,N/A,"[' Action', ' Crime']"
Blood Theatre Animated,tt12894336,N/A,2009,2010,N/A,N/A,"[' Comedy', ' Fantasy']"
Aqua Kids,tt6369458,N/A,2004,2005,N/A,30,"[' Action', ' Adventure']"
Jurassic Cubs,tt1773999,N/A,2008, ,N/A,N/A,[]
STA (Among Us),tt14981050,N/A,2020, ,N/A,21,"[' Action', ' Adventure']"
Heisei tensai Bakabon,tt0305038,N/A,1990, ,N/A,30,[]
Parasite Dreams,tt13499212,N/A,2010, ,TV-MA,N/A,[]
Two Minute Tales,tt9883820,N/A,2017, ,N/A,2,[' Family']
Planet Houston,tt2210790,7.8,2012, ,N/A,N/A,"[' Comedy', ' Horror']"
Highschool 101,tt10630952,N/A,2019, ,N/A,4,[]
Woezel & Pip: Overal vriendjes,tt6324548,N/A,2016, ,N/A,N/A,[]
Celebrity Splash,tt10867906,N/A,2017),(2017,N/A,N/A,[]
Aware! Meisaku-kun,tt12838778,N/A,2017,2020,N/A,N/A,[]
The PoseidonGodofWater20 Animated Show,tt3861206,N/A,2013, ,N/A,N/A,[]
Moments with Heavy,tt14844698,N/A,2009,2011,TV-MA,N/A,"[' Adventure', ' Comedy']"
Monty the Dog,tt5663162,N/A,1995,1996,N/A,4,"[' Comedy', ' Family']"
Carnaby Street,tt5208182,N/A,2000, ,N/A,N/A,[]
Bigi and Friends,tt4793788,N/A,2015, ,N/A,7,[]
